,Facilidade,Clientes,Coord_Clientes,Coord_Facilidade,Coord_cliente_facilidade,Tempo
1586,UPH BAIXA GRANDE,Aeroporto Bartolomeu Lisandro,"(-21.7013937, -41.3073687)","(-11.9600827, -40.1679247)","((-21.7013937, -41.3073687), (-11.9600827, -40.1679247))",77920
1587,UPH BAIXA GRANDE,Av. Rui Barbosa,"(-21.7557442, -41.3080549)","(-11.9600827, -40.1679247)","((-21.7557442, -41.3080549), (-11.9600827, -40.1679247))",77888
1588,UPH BAIXA GRANDE,Ceasa Campos do G,"(-21.7681775, -41.3514521)","(-11.9600827, -40.1679247)","((-21.7681775, -41.3514521), (-11.9600827, -40.1679247))",78085
1589,UPH BAIXA GRANDE,Salo Brand,"(-21.7466594, -41.3216655)","(-11.9600827, -40.1679247)","((-21.7466594, -41.3216655), (-11.9600827, -40.1679247))",77622
1590,UPH BAIXA GRANDE,Tv. João Seixas,"(-21.7723261, -41.3237712)","(-11.9600827, -40.1679247)","((-21.7723261, -41.3237712), (-11.9600827, -40.1679247))",78150
1591,UPH BAIXA GRANDE,Ceasa,"(-21.7178297, -41.3022266)","(-11.9600827, -40.1679247)","((-21.7178297, -41.3022266), (-11.9600827, -40.1679247))",77781
1593,UPH BAIXA GRANDE,Chave do Paraíso,"(-21.3949836, -41.4497645)","(-11.9600827, -40.1679247)","((-21.3949836, -41.4497645), (-11.9600827, -40.1679247))",76411
1594,UPH BAIXA GRANDE,Igreja Batista em Nova Canaã,"(-21.6541754, -41.31617749999999)","(-11.9600827, -40.1679247)","((-21.6541754, -41.31617749999999), (-11.9600827, -40.1679247))",77883
1595,UPH F. SÃO THOMÉ,Alphaville,"(-21.7711892, -41.3106727)","(-21.8278649, -41.2777749)","((-21.7711892, -41.3106727), (-21.8278649, -41.2777749))",925
1596,UPH F. SÃO THOMÉ,Baixa Grande,"(-21.9492435, -41.13520889999999)","(-21.8278649, -41.2777749)","((-21.9492435, -41.13520889999999), (-21.8278649, -41.2777749))",1762
1597,UPH F. SÃO THOMÉ,Batista Ponto de Coqueiros,"(-21.9074616, -41.1586879)","(-21.8278649, -41.2777749)","((-21.9074616, -41.1586879), (-21.8278649, -41.2777749))",1360
1598,UPH F. SÃO THOMÉ,Caju,"(-21.7444336, -41.3375268)","(-21.8278649, -41.2777749)","((-21.7444336, -41.3375268), (-21.8278649, -41.2777749))",1704
1599,UPH F. SÃO THOMÉ,Campo Limpo,"(-21.8595722, -41.2413952)","(-21.8278649, -41.2777749)","((-21.8595722, -41.2413952), (-21.8278649, -41.2777749))",566
1600,UPH F. SÃO THOMÉ,CEASA Campos dos G.,"(-21.7178297, -41.3022266)","(-21.8278649, -41.2777749)","((-21.7178297, -41.3022266), (-21.8278649, -41.2777749))",2139
1601,UPH F. SÃO THOMÉ,Centro,"(-21.760181, -41.32211410000001)","(-21.8278649, -41.2777749)","((-21.760181, -41.32211410000001), (-21.8278649, -41.2777749))",1224
1602,UPH F. SÃO THOMÉ,Chave do Paraíso de Deus,"(-21.3951104, -41.4486132)","(-21.8278649, -41.2777749)","((-21.3951104, -41.4486132), (-21.8278649, -41.2777749))",4485
1603,UPH F. SÃO THOMÉ,Codim,"(-21.7106103, -41.2846222)","(-21.8278649, -41.2777749)","((-21.7106103, -41.2846222), (-21.8278649, -41.2777749))",2315
1604,UPH F. SÃO THOMÉ,Conselheiro Josino,"(-21.5004534, -41.3437979)","(-21.8278649, -41.2777749)","((-21.5004534, -41.3437979), (-21.8278649, -41.2777749))",3522
1605,UPH F. SÃO THOMÉ,Custodópolis,"(-21.7224988, -41.3097124)","(-21.8278649, -41.2777749)","((-21.7224988, -41.3097124), (-21.8278649, -41.2777749))",2048
1606,UPH F. SÃO THOMÉ,Donana,"(-21.8211884, -41.2971687)","(-21.8278649, -41.2777749)","((-21.8211884, -41.2971687), (-21.8278649, -41.2777749))",268
1607,UPH F. SÃO THOMÉ,Estr. Brejo Grande,"(-21.6869393, -41.2872059)","(-21.8278649, -41.2777749)","((-21.6869393, -41.2872059), (-21.8278649, -41.2777749))",2424
1608,UPH F. SÃO THOMÉ,Estr. Bulgalho,"(-21.8392734, -41.2388999)","(-21.8278649, -41.2777749)","((-21.8392734, -41.2388999), (-21.8278649, -41.2777749))",566
1609,UPH F. SÃO THOMÉ,Goytacazes,"(-21.8322841, -41.2683545)","(-21.8278649, -41.2777749)","((-21.8322841, -41.2683545), (-21.8278649, -41.2777749))",208
1610,UPH F. SÃO THOMÉ,Guriri,"(-21.9089274, -41.4696266)","(-21.8278649, -41.2777749)","((-21.9089274, -41.4696266), (-21.8278649, -41.2777749))",2917
1611,UPH F. SÃO THOMÉ,Horto,"(-21.7623448, -41.2984828)","(-21.8278649, -41.2777749)","((-21.7623448, -41.2984828), (-21.8278649, -41.2777749))",1101
1612,UPH F. SÃO THOMÉ,Ibitioca,"(-21.8202798, -41.4690847)","(-21.8278649, -41.2777749)","((-21.8202798, -41.4690847), (-21.8278649, -41.2777749))",2411
1613,UPH F. SÃO THOMÉ,Ips,"(-21.7810256, -41.32185610000001)","(-21.8278649, -41.2777749)","((-21.7810256, -41.32185610000001), (-21.8278649, -41.2777749))",979
1614,UPH F. SÃO THOMÉ,Jardim Carioca,"(-21.7471402, -41.3247611)","(-21.8278649, -41.2777749)","((-21.7471402, -41.3247611), (-21.8278649, -41.2777749))",1675
1615,UPH F. SÃO THOMÉ,Jardim das Acácias,"(-21.7924053, -41.297796)","(-21.8278649, -41.2777749)","((-21.7924053, -41.297796), (-21.8278649, -41.2777749))",622
1616,UPH F. SÃO THOMÉ,Jardim São Benenedito (Praça Nilo Peçanha),"(-21.7646615, -41.3219307)","(-21.8278649, -41.2777749)","((-21.7646615, -41.3219307), (-21.8278649, -41.2777749))",1128
1617,UPH F. SÃO THOMÉ,Lagoa das Pedras,"(-21.6666667, -41.3333333)","(-21.8278649, -41.2777749)","((-21.6666667, -41.3333333), (-21.8278649, -41.2777749))",2881
1618,UPH F. SÃO THOMÉ,Lagoa de Cima,"(-21.7672222, -41.5169444)","(-21.8278649, -41.2777749)","((-21.7672222, -41.5169444), (-21.8278649, -41.2777749))",3368
1619,UPH F. SÃO THOMÉ,Lapa,"(-21.7563171, -41.3128812)","(-21.8278649, -41.2777749)","((-21.7563171, -41.3128812), (-21.8278649, -41.2777749))",1325
1620,UPH F. SÃO THOMÉ,Mineiros,"(-21.8800211, -41.2210236)","(-21.8278649, -41.2777749)","((-21.8800211, -41.2210236), (-21.8278649, -41.2777749))",818
1621,UPH F. SÃO THOMÉ,Nova Brasília,"(-21.7441893, -41.3581852)","(-21.8278649, -41.2777749)","((-21.7441893, -41.3581852), (-21.8278649, -41.2777749))",1724
1622,UPH F. SÃO THOMÉ,Nova Campos,"(-21.7217011, -41.3103395)","(-21.8278649, -41.2777749)","((-21.7217011, -41.3103395), (-21.8278649, -41.2777749))",2026
1623,UPH F. SÃO THOMÉ,Novo Jockey,"(-21.7792586, -41.2780066)","(-21.8278649, -41.2777749)","((-21.7792586, -41.2780066), (-21.8278649, -41.2777749))",1051
1624,UPH F. SÃO THOMÉ,Parque Aeroporto,"(-21.6969147, -41.307831)","(-21.8278649, -41.2777749)","((-21.6969147, -41.307831), (-21.8278649, -41.2777749))",2319
1625,UPH F. SÃO THOMÉ,Parque Aldeia,"(-21.7254055, -41.332284)","(-21.8278649, -41.2777749)","((-21.7254055, -41.332284), (-21.8278649, -41.2777749))",2181
1626,UPH F. SÃO THOMÉ,Parque Alvorada,"(-21.7429556, -41.3184913)","(-21.8278649, -41.2777749)","((-21.7429556, -41.3184913), (-21.8278649, -41.2777749))",1716
1627,UPH F. SÃO THOMÉ,Parque Alzira Vargas,"(-21.7656981, -41.3252314)","(-21.8278649, -41.2777749)","((-21.7656981, -41.3252314), (-21.8278649, -41.2777749))",1223
1628,UPH F. SÃO THOMÉ,Parque Aurora,"(-21.7788905, -41.3235073)","(-21.8278649, -41.2777749)","((-21.7788905, -41.3235073), (-21.8278649, -41.2777749))",1069
1629,UPH F. SÃO THOMÉ,Parque Avenida Pelinca,"(-21.7604812, -41.3320547)","(-21.8278649, -41.2777749)","((-21.7604812, -41.3320547), (-21.8278649, -41.2777749))",1485
1630,UPH F. SÃO THOMÉ,Parque Bandeirantes,"(-21.7213412, -41.309035)","(-21.8278649, -41.2777749)","((-21.7213412, -41.309035), (-21.8278649, -41.2777749))",2083
1631,UPH F. SÃO THOMÉ,Parque Bela Vista,"(-21.7984896, -41.2968969)","(-21.8278649, -41.2777749)","((-21.7984896, -41.2968969), (-21.8278649, -41.2777749))",548
1632,UPH F. SÃO THOMÉ,Parque Boa Vista,"(-21.6943045, -41.3184913)","(-21.8278649, -41.2777749)","((-21.6943045, -41.3184913), (-21.8278649, -41.2777749))",2512
1633,UPH F. SÃO THOMÉ,Parque Bonsucesso,"(-21.7209727, -41.3145352)","(-21.8278649, -41.2777749)","((-21.7209727, -41.3145352), (-21.8278649, -41.2777749))",1910
1634,UPH F. SÃO THOMÉ,Parque Calabouco,"(-21.7372533, -41.3172373)","(-21.8278649, -41.2777749)","((-21.7372533, -41.3172373), (-21.8278649, -41.2777749))",1748
1635,UPH F. SÃO THOMÉ,Parque Califórnia,"(-21.759319, -41.306149)","(-21.8278649, -41.2777749)","((-21.759319, -41.306149), (-21.8278649, -41.2777749))",1219
1636,UPH F. SÃO THOMÉ,Parque Cidade Luz,"(-21.722603, -41.3319192)","(-21.8278649, -41.2777749)","((-21.722603, -41.3319192), (-21.8278649, -41.2777749))",2255
1637,UPH F. SÃO THOMÉ,Parque Conselheiro Tomaz Coelho,"(-21.7544774, -41.3286465)","(-21.8278649, -41.2777749)","((-21.7544774, -41.3286465), (-21.8278649, -41.2777749))",1476
1638,UPH F. SÃO THOMÉ,Parque Corrientes,"(-21.7454786, -41.3534142)","(-21.8278649, -41.2777749)","((-21.7454786, -41.3534142), (-21.8278649, -41.2777749))",1669
1639,UPH F. SÃO THOMÉ,Parque do Prado,"(-21.7955985, -41.2952869)","(-21.8278649, -41.2777749)","((-21.7955985, -41.2952869), (-21.8278649, -41.2777749))",681
1640,UPH F. SÃO THOMÉ,Parque Dom Bosco,"(-21.7608174, -41.3379783)","(-21.8278649, -41.2777749)","((-21.7608174, -41.3379783), (-21.8278649, -41.2777749))",1383
1641,UPH F. SÃO THOMÉ,Parque dos Rodoviários,"(-21.7557367, -41.34665940000001)","(-21.8278649, -41.2777749)","((-21.7557367, -41.34665940000001), (-21.8278649, -41.2777749))",1539
1642,UPH F. SÃO THOMÉ,Parque Dr. Beda,"(-21.7838389, -41.3220171)","(-21.8278649, -41.2777749)","((-21.7838389, -41.3220171), (-21.8278649, -41.2777749))",1035
1643,UPH F. SÃO THOMÉ,Parque Eldorado,"(-21.7148183, -41.3031301)","(-21.8278649, -41.2777749)","((-21.7148183, -41.3031301), (-21.8278649, -41.2777749))",2129
1644,UPH F. SÃO THOMÉ,Parque Esplanada,"(-21.7466603, -41.3630875)","(-21.8278649, -41.2777749)","((-21.7466603, -41.3630875), (-21.8278649, -41.2777749))",1813
1645,UPH F. SÃO THOMÉ,Parque Fazenda Grande,"(-21.7776963, -41.3122208)","(-21.8278649, -41.2777749)","((-21.7776963, -41.3122208), (-21.8278649, -41.2777749))",907
1646,UPH F. SÃO THOMÉ,Parque Fazendinha Campos dos G.,"(-21.7614561, -41.3167841)","(-21.8278649, -41.2777749)","((-21.7614561, -41.3167841), (-21.8278649, -41.2777749))",1188
1647,UPH F. SÃO THOMÉ,Parque Flamboyant,"(-21.7751086, -41.3046953)","(-21.8278649, -41.2777749)","((-21.7751086, -41.3046953), (-21.8278649, -41.2777749))",883
1648,UPH F. SÃO THOMÉ,Parque Fundão,"(-21.727279, -41.3283031)","(-21.8278649, -41.2777749)","((-21.727279, -41.3283031), (-21.8278649, -41.2777749))",2086
1649,UPH F. SÃO THOMÉ,Parque Guarus,"(-21.7210448, -41.32179259999999)","(-21.8278649, -41.2777749)","((-21.7210448, -41.32179259999999), (-21.8278649, -41.2777749))",2100
1650,UPH F. SÃO THOMÉ,Parque Imperial,"(-21.8038887, -41.30406809999999)","(-21.8278649, -41.2777749)","((-21.8038887, -41.30406809999999), (-21.8278649, -41.2777749))",584
1651,UPH F. SÃO THOMÉ,Parque João Maria,"(-21.7739168, -41.3214584)","(-21.8278649, -41.2777749)","((-21.7739168, -41.3214584), (-21.8278649, -41.2777749))",1112
1652,UPH F. SÃO THOMÉ,Parque João Seixas,"(-21.768398, -41.325772)","(-21.8278649, -41.2777749)","((-21.768398, -41.325772), (-21.8278649, -41.2777749))",1133
1653,UPH F. SÃO THOMÉ,Parque Jóquei Club,"(-21.7801522, -41.2926106)","(-21.8278649, -41.2777749)","((-21.7801522, -41.2926106), (-21.8278649, -41.2777749))",802
1654,UPH F. SÃO THOMÉ,Parque José do Patrocínio,"(-21.7799453, -41.3027016)","(-21.8278649, -41.2777749)","((-21.7799453, -41.3027016), (-21.8278649, -41.2777749))",764
1655,UPH F. SÃO THOMÉ,Parque Julião Nogueira,"(-21.7504512, -41.3525693)","(-21.8278649, -41.2777749)","((-21.7504512, -41.3525693), (-21.8278649, -41.2777749))",1646
1656,UPH F. SÃO THOMÉ,Parque Leopoldina,"(-21.7531904, -41.3429396)","(-21.8278649, -41.2777749)","((-21.7531904, -41.3429396), (-21.8278649, -41.2777749))",1473
1657,UPH F. SÃO THOMÉ,Parque Maciel,"(-21.7580768, -41.3046953)","(-21.8278649, -41.2777749)","((-21.7580768, -41.3046953), (-21.8278649, -41.2777749))",1243
1658,UPH F. SÃO THOMÉ,Parque Menezes,"(-21.7894288, -41.2714453)","(-21.8278649, -41.2777749)","((-21.7894288, -41.2714453), (-21.8278649, -41.2777749))",1007
1659,UPH F. SÃO THOMÉ,Parque Nova Canaã,"(-21.6559772, -41.3151397)","(-21.8278649, -41.2777749)","((-21.6559772, -41.3151397), (-21.8278649, -41.2777749))",2644
1660,UPH F. SÃO THOMÉ,Parque Novo Mundo,"(-21.725373, -41.3122849)","(-21.8278649, -41.2777749)","((-21.725373, -41.3122849), (-21.8278649, -41.2777749))",1908
1661,UPH F. SÃO THOMÉ,Parque Oliveira Botelho,"(-21.7604986, -41.3121057)","(-21.8278649, -41.2777749)","((-21.7604986, -41.3121057), (-21.8278649, -41.2777749))",1190
1662,UPH F. SÃO THOMÉ,Parque Pecuária,"(-21.7371193, -41.3498333)","(-21.8278649, -41.2777749)","((-21.7371193, -41.3498333), (-21.8278649, -41.2777749))",1918
1663,UPH F. SÃO THOMÉ,Parque Prazeres,"(-21.745628, -41.2999789)","(-21.8278649, -41.2777749)","((-21.745628, -41.2999789), (-21.8278649, -41.2777749))",1712
1664,UPH F. SÃO THOMÉ,Parque Presidente Juscelino,"(-21.7596981, -41.3459159)","(-21.8278649, -41.2777749)","((-21.7596981, -41.3459159), (-21.8278649, -41.2777749))",1514
1665,UPH F. SÃO THOMÉ,Parque Presidente Vargas,"(-21.7260655, -41.317008)","(-21.8278649, -41.2777749)","((-21.7260655, -41.317008), (-21.8278649, -41.2777749))",1823
1666,UPH F. SÃO THOMÉ,Parque Real,"(-21.8366441, -41.2571894)","(-21.8278649, -41.2777749)","((-21.8366441, -41.2571894), (-21.8278649, -41.2777749))",441
1667,UPH F. SÃO THOMÉ,Parque Riachuelo,"(-21.7572162, -41.3087929)","(-21.8278649, -41.2777749)","((-21.7572162, -41.3087929), (-21.8278649, -41.2777749))",1254
1668,UPH F. SÃO THOMÉ,Parque Rio Branco,"(-21.7339535, -41.3100007)","(-21.8278649, -41.2777749)","((-21.7339535, -41.3100007), (-21.8278649, -41.2777749))",1782
1669,UPH F. SÃO THOMÉ,Parque Rosario,"(-21.7735407, -41.3287998)","(-21.8278649, -41.2777749)","((-21.7735407, -41.3287998), (-21.8278649, -41.2777749))",1180
1670,UPH F. SÃO THOMÉ,Parque Rui Barbosa,"(-21.7845661, -41.33109779999999)","(-21.8278649, -41.2777749)","((-21.7845661, -41.33109779999999), (-21.8278649, -41.2777749))",1162
1671,UPH F. SÃO THOMÉ,Parque Salo Brand,"(-21.762943, -41.3046953)","(-21.8278649, -41.2777749)","((-21.762943, -41.3046953), (-21.8278649, -41.2777749))",1108
1672,UPH F. SÃO THOMÉ,Parque Santa Clara,"(-21.7355396, -41.3128479)","(-21.8278649, -41.2777749)","((-21.7355396, -41.3128479), (-21.8278649, -41.2777749))",1802
1673,UPH F. SÃO THOMÉ,Parque Santa Helena,"(-21.7317869, -41.3272689)","(-21.8278649, -41.2777749)","((-21.7317869, -41.3272689), (-21.8278649, -41.2777749))",1974
1674,UPH F. SÃO THOMÉ,Parque Santa Rosa,"(-21.7266046, -41.2998911)","(-21.8278649, -41.2777749)","((-21.7266046, -41.2998911), (-21.8278649, -41.2777749))",1996
1675,UPH F. SÃO THOMÉ,Parque Santo Amaro,"(-21.7638038, -41.3393716)","(-21.8278649, -41.2777749)","((-21.7638038, -41.3393716), (-21.8278649, -41.2777749))",1386
1676,UPH F. SÃO THOMÉ,Parque Santo Antônio,"(-21.742082, -41.3268346)","(-21.8278649, -41.2777749)","((-21.742082, -41.3268346), (-21.8278649, -41.2777749))",1698
1677,UPH F. SÃO THOMÉ,Parque Santos Dumont,"(-21.6869265, -41.3147291)","(-21.8278649, -41.2777749)","((-21.6869265, -41.3147291), (-21.8278649, -41.2777749))",2420
1678,UPH F. SÃO THOMÉ,Parque São Caetano,"(-21.7580002, -41.3428678)","(-21.8278649, -41.2777749)","((-21.7580002, -41.3428678), (-21.8278649, -41.2777749))",1401
1679,UPH F. SÃO THOMÉ,Parque São Domingos,"(-21.7268664, -41.3053224)","(-21.8278649, -41.2777749)","((-21.7268664, -41.3053224), (-21.8278649, -41.2777749))",1975
1680,UPH F. SÃO THOMÉ,Parque São José,"(-21.7259022, -41.3330687)","(-21.8278649, -41.2777749)","((-21.7259022, -41.3330687), (-21.8278649, -41.2777749))",2203
1681,UPH F. SÃO THOMÉ,Parque São Mateus,"(-21.7163376, -41.314237)","(-21.8278649, -41.2777749)","((-21.7163376, -41.314237), (-21.8278649, -41.2777749))",2065
1682,UPH F. SÃO THOMÉ,Parque São Silvestre,"(-21.7124775, -41.3037914)","(-21.8278649, -41.2777749)","((-21.7124775, -41.3037914), (-21.8278649, -41.2777749))",2152
1683,UPH F. SÃO THOMÉ,Parque Tamandaré,"(-21.7560324, -41.3380643)","(-21.8278649, -41.2777749)","((-21.7560324, -41.3380643), (-21.8278649, -41.2777749))",1487
1684,UPH F. SÃO THOMÉ,Parque Tarcísio Miranda,"(-21.7816047, -41.3044567)","(-21.8278649, -41.2777749)","((-21.7816047, -41.3044567), (-21.8278649, -41.2777749))",773
1685,UPH F. SÃO THOMÉ,Parque Tropical,"(-21.8147625, -41.3003049)","(-21.8278649, -41.2777749)","((-21.8147625, -41.3003049), (-21.8278649, -41.2777749))",463
1686,UPH F. SÃO THOMÉ,Parque Turf Club,"(-21.7691851, -41.3094894)","(-21.8278649, -41.2777749)","((-21.7691851, -41.3094894), (-21.8278649, -41.2777749))",960
1687,UPH F. SÃO THOMÉ,Parque Varanda do Visconde,"(-21.8057227, -41.2998133)","(-21.8278649, -41.2777749)","((-21.8057227, -41.2998133), (-21.8278649, -41.2777749))",477
1688,UPH F. SÃO THOMÉ,Parque Vera Cruz,"(-21.7360076, -41.32915)","(-21.8278649, -41.2777749)","((-21.7360076, -41.32915), (-21.8278649, -41.2777749))",1935
1689,UPH F. SÃO THOMÉ,Parque Vicente Gonçalves Dias,"(-21.7494167, -41.3172373)","(-21.8278649, -41.2777749)","((-21.7494167, -41.3172373), (-21.8278649, -41.2777749))",1516
1690,UPH F. SÃO THOMÉ,Penha,"(-21.7925146, -41.2833674)","(-21.8278649, -41.2777749)","((-21.7925146, -41.2833674), (-21.8278649, -41.2777749))",826
1691,UPH F. SÃO THOMÉ,Pernambuca,"(-21.8075866, -41.49712479999999)","(-21.8278649, -41.2777749)","((-21.8075866, -41.49712479999999), (-21.8278649, -41.2777749))",2854
1692,UPH F. SÃO THOMÉ,Poço Gordo,"(-21.8329253, -41.2275795)","(-21.8278649, -41.2777749)","((-21.8329253, -41.2275795), (-21.8278649, -41.2777749))",572
1693,UPH F. SÃO THOMÉ,Ponta da Lama,"(-21.8370393, -41.4279283)","(-21.8278649, -41.2777749)","((-21.8370393, -41.4279283), (-21.8278649, -41.2777749))",2092
1694,UPH F. SÃO THOMÉ,Ponte de Coqueiros de Tócos,"(-21.8855681, -41.3109986)","(-21.8278649, -41.2777749)","((-21.8855681, -41.3109986), (-21.8278649, -41.2777749))",1073
1695,UPH F. SÃO THOMÉ,Rio Preto,"(-21.7256414938058, -41.56115161423796)","(-21.8278649, -41.2777749)","((-21.7256414938058, -41.56115161423796), (-21.8278649, -41.2777749))",3670
1696,UPH F. SÃO THOMÉ,Santa Ana,"(-21.6320294, -41.2526158)","(-21.8278649, -41.2777749)","((-21.6320294, -41.2526158), (-21.8278649, -41.2777749))",3084
1697,UPH F. SÃO THOMÉ,Santa Cruz,"(-21.7260788, -41.4043264)","(-21.8278649, -41.2777749)","((-21.7260788, -41.4043264), (-21.8278649, -41.2777749))",2320
1698,UPH F. SÃO THOMÉ,São Martinho,"(-22.0103593, -41.210161)","(-21.8278649, -41.2777749)","((-22.0103593, -41.210161), (-21.8278649, -41.2777749))",1860
1699,UPH F. SÃO THOMÉ,São Sebastião de Campos,"(-21.8551344, -41.2114491)","(-21.8278649, -41.2777749)","((-21.8551344, -41.2114491), (-21.8278649, -41.2777749))",850
1700,UPH F. SÃO THOMÉ,Saturnino Braga,"(-21.8882808, -41.1980852)","(-21.8278649, -41.2777749)","((-21.8882808, -41.1980852), (-21.8278649, -41.2777749))",1128
1701,UPH F. SÃO THOMÉ,Tapera,"(-21.788252, -41.3936825)","(-21.8278649, -41.2777749)","((-21.788252, -41.3936825), (-21.8278649, -41.2777749))",1814
1702,UPH F. SÃO THOMÉ,Terra Prometida,"(-21.7139788, -41.2798345)","(-21.8278649, -41.2777749)","((-21.7139788, -41.2798345), (-21.8278649, -41.2777749))",2479
1703,UPH F. SÃO THOMÉ,Tocos,"(-21.9007729, -41.2831951)","(-21.8278649, -41.2777749)","((-21.9007729, -41.2831951), (-21.8278649, -41.2777749))",860
1704,UPH F. SÃO THOMÉ,Travessão,"(-21.6070678, -41.3126835)","(-21.8278649, -41.2777749)","((-21.6070678, -41.3126835), (-21.8278649, -41.2777749))",2846
1705,UPH F. SÃO THOMÉ,Ururai,"(-21.8117267, -41.3924302)","(-21.8278649, -41.2777749)","((-21.8117267, -41.3924302), (-21.8278649, -41.2777749))",1985
1706,UPH F. SÃO THOMÉ,Venda Nova,"(-21.7806964, -41.1893024)","(-21.8278649, -41.2777749)","((-21.7806964, -41.1893024), (-21.8278649, -41.2777749))",1684
1707,UPH F. SÃO THOMÉ,Vila da Rainha,"(-21.7700086, -41.293405)","(-21.8278649, -41.2777749)","((-21.7700086, -41.293405), (-21.8278649, -41.2777749))",1264
1708,UPH F. SÃO THOMÉ,Vila Industrial,"(-21.7156956, -41.2950799)","(-21.8278649, -41.2777749)","((-21.7156956, -41.2950799), (-21.8278649, -41.2777749))",2298
1709,UPH F. SÃO THOMÉ,Vila Manhães,"(-21.7915221, -41.2745829)","(-21.8278649, -41.2777749)","((-21.7915221, -41.2745829), (-21.8278649, -41.2777749))",980
1710,UPH F. SÃO THOMÉ,Av. Dom Bosco,"(-21.7591468, -41.3400034)","(-21.8278649, -41.2777749)","((-21.7591468, -41.3400034), (-21.8278649, -41.2777749))",1445
1712,UPH F. SÃO THOMÉ,Estr. Poço Gordo,"(-21.830839, -41.2308837)","(-21.8278649, -41.2777749)","((-21.830839, -41.2308837), (-21.8278649, -41.2777749))",509
1713,UPH F. SÃO THOMÉ,Igreja Batista Jardim Ceasa,"(-21.7178297, -41.3022266)","(-21.8278649, -41.2777749)","((-21.7178297, -41.3022266), (-21.8278649, -41.2777749))",2139
1715,UPH F. SÃO THOMÉ,Paraiso da Benção,"(-21.760452, -41.3266466)","(-21.8278649, -41.2777749)","((-21.760452, -41.3266466), (-21.8278649, -41.2777749))",1326
1716,UPH F. SÃO THOMÉ,Parque Barão do Rio Branco,"(-21.7336254, -41.3117783)","(-21.8278649, -41.2777749)","((-21.7336254, -41.3117783), (-21.8278649, -41.2777749))",1820
1718,UPH F. SÃO THOMÉ,Pernambucanas,"(-21.7543225, -41.3487367)","(-21.8278649, -41.2777749)","((-21.7543225, -41.3487367), (-21.8278649, -41.2777749))",1584
1719,UPH F. SÃO THOMÉ,Ponto da Lama,"(-21.8370393, -41.4279283)","(-21.8278649, -41.2777749)","((-21.8370393, -41.4279283), (-21.8278649, -41.2777749))",2092
1720,UPH F. SÃO THOMÉ,Av. Pelinca,"(-21.7595963, -41.3341974)","(-21.8278649, -41.2777749)","((-21.7595963, -41.3341974), (-21.8278649, -41.2777749))",1571
1721,UPH F. SÃO THOMÉ,Av. Santa Rosa,"(-21.726035, -41.3080528)","(-21.8278649, -41.2777749)","((-21.726035, -41.3080528), (-21.8278649, -41.2777749))",1934
1722,UPH F. SÃO THOMÉ,Julião Nogueira,"(-21.7504512, -41.3525693)","(-21.8278649, -41.2777749)","((-21.7504512, -41.3525693), (-21.8278649, -41.2777749))",1646
1723,UPH F. SÃO THOMÉ,Parque Canaã,"(-21.6568988, -41.313475)","(-21.8278649, -41.2777749)","((-21.6568988, -41.313475), (-21.8278649, -41.2777749))",2591
1724,UPH F. SÃO THOMÉ,Parque Ceasa,"(-21.7206644, -41.2996777)","(-21.8278649, -41.2777749)","((-21.7206644, -41.2996777), (-21.8278649, -41.2777749))",2121
1725,UPH F. SÃO THOMÉ,Praça do Flamboyant 1,"(-21.7725578, -41.3072573)","(-21.8278649, -41.2777749)","((-21.7725578, -41.3072573), (-21.8278649, -41.2777749))",897
1726,UPH F. SÃO THOMÉ,Rua Paraíso,"(-21.7229953, -41.3250517)","(-21.8278649, -41.2777749)","((-21.7229953, -41.3250517), (-21.8278649, -41.2777749))",2156
1727,UPH F. SÃO THOMÉ,Igreja Adventista do Sét. Dia Calabouco,"(-21.7386222, -41.3150859)","(-21.8278649, -41.2777749)","((-21.7386222, -41.3150859), (-21.8278649, -41.2777749))",1687
1728,UPH F. SÃO THOMÉ,Santa Rosa,"(-22.0294289, -41.0280592)","(-21.8278649, -41.2777749)","((-22.0294289, -41.0280592), (-21.8278649, -41.2777749))",3151
1729,UPH F. SÃO THOMÉ,UBS Salo Brand,"(-21.7653521, -41.3059432)","(-21.8278649, -41.2777749)","((-21.7653521, -41.3059432), (-21.8278649, -41.2777749))",1043
1730,UPH F. SÃO THOMÉ,Canaã,"(-21.7592199, -41.3215318)","(-21.8278649, -41.2777749)","((-21.7592199, -41.3215318), (-21.8278649, -41.2777749))",1266
1731,UPH F. SÃO THOMÉ,Aeroporto Bartolomeu Lisandro,"(-21.7013937, -41.3073687)","(-21.8278649, -41.2777749)","((-21.7013937, -41.3073687), (-21.8278649, -41.2777749))",2279
1732,UPH F. SÃO THOMÉ,Av. Rui Barbosa,"(-21.7557442, -41.3080549)","(-21.8278649, -41.2777749)","((-21.7557442, -41.3080549), (-21.8278649, -41.2777749))",1355
1733,UPH F. SÃO THOMÉ,Ceasa Campos do G,"(-21.7681775, -41.3514521)","(-21.8278649, -41.2777749)","((-21.7681775, -41.3514521), (-21.8278649, -41.2777749))",1446
1734,UPH F. SÃO THOMÉ,Salo Brand,"(-21.7466594, -41.3216655)","(-21.8278649, -41.2777749)","((-21.7466594, -41.3216655), (-21.8278649, -41.2777749))",1615
1735,UPH F. SÃO THOMÉ,Tv. João Seixas,"(-21.7723261, -41.3237712)","(-21.8278649, -41.2777749)","((-21.7723261, -41.3237712), (-21.8278649, -41.2777749))",1139
